Date,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
2016-03-09,0,0,2,0,2,0,4,2,3,1,4,3,5,7,1,1,2,2,2,7,5,2,8,0,13,13,1,7,15,2,12,8,16,2,15,2,4,2,8,2
2016-03-10,2,0,0,0,0,0,0,0,1,4,4,7,11,9,0,0,0,4,2,4,2,2,4,0,14,14,1,4,11,0,6,4,14,0,14,4,0,2,4,2
2016-03-11,3,0,0,2,0,0,2,0,1,6,5,4,9,4,2,2,2,0,0,5,3,0,6,0,7,7,0,3,5,0,8,6,9,2,9,0,0,0,5,0
2016-03-12,1,0,2,0,2,0,0,0,3,4,7,4,2,5,1,1,2,2,2,3,3,2,6,0,11,13,1,8,9,0,12,6,15,2,15,2,4,2,4,2
2016-03-13,4,0,0,0,0,4,0,0,1,6,5,8,8,10,2,2,2,4,4,6,4,0,8,0,14,14,1,8,11,0,15,8,16,2,15,4,2,4,6,0
2016-03-14,0,0,0,0,2,0,0,4,2,4,7,11,6,3,1,1,0,0,2,3,1,0,4,0,11,11,0,4,3,4,8,4,11,0,11,0,0,2,5,0
2016-03-15,2,0,0,0,0,0,0,0,2,4,3,6,6,7,0,0,2,4,4,5,3,0,6,0,14,14,2,5,10,0,7,6,14,2,15,4,0,4,7,0
2016-03-16,0,0,0,4,2,6,2,0,0,7,4,6,7,4,0,0,0,2,2,7,7,2,8,0,9,9,0,3,6,0,13,8,10,0,9,2,2,2,7,2
2016-03-17,0,0,0,0,2,1,0,2,0,7,5,9,4,3,0,0,0,0,4,4,4,2,8,0,13,15,0,7,6,2,10,8,15,0,17,0,2,4,5,2
2016-03-18,1,0,5,0,2,0,2,0,2,5,4,7,3,6,0,0,2,6,4,8,6,4,8,0,10,10,2,7,11,0,11,8,11,2,11,6,2,4,9,4
2016-03-19,0,0,0,1,0,1,0,0,3,6,6,5,4,5,0,0,0,4,2,4,2,2,6,0,10,10,1,7,9,0,10,6,11,0,11,4,2,2,4,2
2016-03-20,1,0,2,0,0,0,0,2,2,7,6,6,6,6,0,0,0,2,2,4,4,2,4,0,8,10,0,5,7,2,9,4,10,0,10,2,0,2,4,2
2016-03-21,0,0,0,0,0,0,0,2,1,7,5,7,8,8,0,0,0,6,2,6,4,4,6,0,11,11,1,4,12,2,6,6,11,0,11,6,0,2,6,4
2016-03-22,0,0,0,0,0,0,0,2,0,3,3,6,4,5,0,0,0,0,0,2,2,2,2,0,5,5,0,1,3,2,2,2,5,0,5,0,0,0,2,2
2016-03-23,0,0,0,2,0,0,0,2,3,6,6,4,2,4,0,0,0,6,4,6,4,2,8,0,4,8,1,5,11,2,8,8,8,0,8,6,2,4,6,2
2016-03-24,2,0,0,0,0,0,1,0,0,4,9,4,5,9,1,1,2,0,0,2,2,0,2,0,9,8,0,9,7,0,11,2,8,2,9,0,0,0,2,0
2016-03-25,1,0,0,0,0,1,0,0,1,9,7,7,8,5,0,0,0,2,2,2,0,0,2,0,11,12,1,5,6,0,7,2,12,0,11,2,0,2,2,0
2016-03-26,0,0,0,2,0,1,1,0,1,5,7,7,4,7,0,0,2,2,2,4,2,2,4,0,11,11,1,7,7,0,11,4,11,2,11,2,2,2,5,2
2016-03-27,1,0,2,0,0,0,0,0,2,7,8,6,5,6,0,0,0,4,4,4,0,0,6,0,11,11,2,11,9,0,13,6,12,0,12,4,2,4,4,0
2016-03-28,0,0,0,0,2,2,0,0,2,4,5,7,4,5,0,0,2,4,4,6,4,2,6,0,9,9,2,9,6,0,12,6,10,2,10,4,2,4,7,2
2016-03-29,0,0,0,0,0,0,0,0,3,4,7,3,4,5,0,0,0,4,2,4,2,2,4,0,10,10,1,6,8,0,6,4,10,0,10,4,0,2,4,2
2016-03-30,0,0,0,2,0,0,0,0,2,8,7,7,10,5,0,0,2,4,4,4,2,2,4,0,10,10,2,10,7,0,13,4,11,2,11,4,2,4,5,2
2016-03-31,1,0,0,0,1,1,0,0,0,8,7,4,8,6,0,0,0,4,0,2,2,2,4,0,12,11,0,8,10,0,8,4,11,0,12,4,0,0,2,2
2016-04-01,1,0,0,2,1,0,0,0,0,4,9,7,9,8,1,1,0,0,0,1,1,0,2,0,10,11,0,8,7,0,13,2,12,0,10,0,0,0,1,0
2016-04-02,0,0,0,0,1,0,0,0,5,8,11,5,7,7,0,0,0,6,6,6,0,0,6,0,10,10,4,7,9,0,11,6,10,0,10,6,0,6,6,0
2016-04-03,1,0,0,0,3,0,0,2,0,5,5,7,6,4,1,1,0,2,0,3,3,2,4,0,11,12,0,5,8,2,8,4,14,0,11,2,0,0,3,2
2016-04-04,0,0,0,0,0,2,0,0,3,7,5,5,6,4,0,0,2,6,6,6,2,2,8,0,12,13,3,9,11,0,12,8,14,2,14,6,4,6,7,2
2016-04-05,0,0,0,0,0,1,0,1,2,9,6,7,4,8,1,1,2,6,6,9,5,2,8,0,11,11,2,6,11,1,9,8,11,2,12,6,2,6,9,2
2016-04-06,0,0,0,0,0,0,0,0,2,8,9,8,14,10,0,0,2,2,2,4,2,0,6,0,17,17,1,6,12,0,13,6,18,2,18,2,2,2,4,0
2016-04-07,0,0,1,0,0,0,0,1,1,4,6,3,9,6,0,0,0,6,2,6,4,4,8,0,12,12,1,6,14,1,9,8,13,0,13,6,2,2,6,4
2016-04-08,1,0,0,0,1,0,0,1,1,7,2,5,8,8,1,1,2,0,0,1,1,0,2,0,10,10,1,3,8,1,5,2,10,2,11,0,0,0,1,0
2016-04-09,0,0,0,0,0,0,0,1,2,3,4,9,7,4,0,0,0,2,2,4,4,2,4,0,10,9,0,3,7,1,6,4,10,0,10,2,2,2,4,2
2016-04-10,1,0,1,0,0,1,0,0,0,15,7,5,13,6,0,0,0,2,0,2,2,2,2,0,12,13,0,6,8,0,10,2,12,0,12,2,0,0,2,2
2016-04-11,0,0,0,0,1,1,0,0,1,7,5,9,11,10,0,0,2,4,2,4,4,4,4,0,12,12,1,7,11,0,10,4,13,2,13,4,2,2,5,4
2016-04-12,0,0,0,0,0,0,0,0,4,8,8,7,9,8,0,0,2,2,2,4,2,0,6,0,16,18,1,8,11,0,10,6,20,2,16,2,0,2,4,0
2016-04-13,0,0,0,0,0,1,0,1,0,15,5,6,9,7,0,0,0,0,0,2,2,2,2,0,14,14,0,6,8,1,6,2,14,0,14,0,0,0,2,2
2016-04-14,0,0,0,0,1,0,0,0,3,10,6,5,4,6,0,0,1,4,4,4,2,2,3,0,10,9,2,7,7,0,8,3,10,1,11,4,0,4,5,2
2016-04-15,0,0,0,0,2,0,0,1,1,8,8,11,8,13,0,0,3,2,2,2,2,2,3,0,20,20,1,10,14,1,13,3,22,3,21,2,4,2,3,2
2016-04-16,0,0,2,0,1,1,3,0,1,10,5,12,12,4,0,0,2,2,2,6,4,0,6,0,14,17,1,5,7,0,11,6,16,2,14,2,0,2,6,0
2016-04-17,2,0,2,0,1,0,4,0,2,8,2,8,7,8,3,3,0,2,0,4,4,2,8,0,14,14,0,3,9,0,6,8,16,0,15,2,2,0,4,2
2016-04-18,0,0,0,0,0,0,2,0,0,4,4,2,7,10,0,0,0,2,0,4,4,4,4,0,10,10,0,4,11,0,4,4,10,0,10,2,0,0,4,4
2016-04-19,0,0,0,0,0,0,1,2,0,7,4,7,5,7,0,0,0,0,0,4,2,2,4,0,9,11,0,3,6,2,4,4,11,0,9,0,0,0,4,2
2016-04-20,0,0,0,0,0,0,2,0,0,11,8,8,10,8,0,0,0,2,0,2,2,2,2,0,10,10,0,6,8,0,8,2,10,0,10,2,0,0,2,2
2016-04-21,0,0,0,0,0,0,0,0,1,1,6,8,9,8,0,0,0,2,0,2,2,2,2,0,11,11,0,4,8,0,6,2,11,0,11,2,0,0,2,2
2016-04-22,1,0,0,0,0,0,0,0,1,8,10,7,7,8,0,0,0,2,0,0,0,0,2,0,12,14,0,8,8,0,11,2,14,0,16,2,0,0,0,0
2016-04-23,0,0,1,0,0,0,0,0,2,7,6,8,13,7,1,1,2,4,4,3,1,0,6,0,16,18,2,4,12,0,8,6,18,2,17,4,0,4,3,0
2016-04-24,0,0,0,0,1,0,0,0,1,8,7,5,11,12,1,1,4,2,2,3,3,2,6,0,18,18,1,10,16,0,14,6,21,4,20,2,4,2,4,2
2016-04-25,0,0,0,0,0,0,2,0,1,5,8,4,4,5,0,0,0,4,2,4,2,2,4,0,7,7,1,8,8,0,8,4,7,0,7,4,0,2,4,2
2016-04-26,1,0,0,0,1,0,0,0,0,5,4,6,7,4,0,0,0,2,2,2,2,2,6,0,10,10,0,5,7,0,6,6,11,0,11,2,2,2,2,2
2016-04-27,0,0,0,1,4,0,2,0,1,3,7,7,7,6,0,0,0,2,2,4,2,0,4,0,11,11,1,7,6,0,10,4,11,0,11,2,0,2,4,0
2016-04-28,0,0,2,0,0,0,2,1,0,8,10,9,9,8,0,0,0,0,0,2,2,0,2,0,12,12,0,7,5,1,12,2,12,0,12,0,0,0,2,0
2016-04-29,0,0,1,3,0,0,0,0,2,6,8,10,3,6,0,0,0,4,6,6,2,0,8,0,15,17,2,11,11,0,14,8,18,0,18,4,2,6,7,0
2016-04-30,0,0,0,0,0,0,0,2,1,9,12,9,10,6,0,0,0,2,2,2,0,0,4,0,13,13,1,10,8,2,14,4,14,0,14,2,2,2,2,0
2016-05-01,3,0,1,6,8,0,2,6,2,18,17,15,9,15,0,0,2,2,2,2,2,2,2,0,36,36,1,23,22,6,28,2,37,2,37,2,2,2,3,2
2016-05-02,0,0,3,0,3,2,10,6,2,19,9,11,18,8,0,0,2,2,2,2,2,0,6,0,24,24,0,8,16,6,17,6,24,2,24,2,2,2,2,0
2016-05-03,2,0,4,7,7,3,4,3,2,21,21,16,19,16,1,1,0,8,2,7,3,0,4,0,32,32,1,27,23,3,33,4,32,0,32,8,0,2,7,0
2016-05-04,0,0,3,4,2,1,0,2,2,6,15,8,13,13,1,1,0,2,4,3,3,2,6,0,20,22,0,15,15,2,22,6,23,0,23,2,2,4,3,2
2016-05-05,2,0,0,2,3,5,1,5,4,22,21,16,10,19,0,0,2,0,0,2,2,0,2,0,29,29,0,25,20,5,32,2,29,2,29,0,0,0,2,0
2016-05-06,1,4,3,5,7,5,1,6,3,10,12,15,14,17,0,0,2,4,6,6,4,4,8,3,29,31,2,24,21,6,34,8,32,2,32,4,2,6,8,4
2016-05-07,4,0,3,4,4,2,3,2,3,17,13,14,19,13,0,0,0,6,0,6,6,6,6,0,26,26,0,20,19,2,30,6,26,0,26,6,0,0,6,6
2016-05-08,4,0,6,6,4,1,3,2,2,16,12,13,19,6,0,0,0,2,0,4,4,2,4,0,20,20,0,18,11,2,31,4,20,0,20,2,0,0,4,2
2016-05-09,5,0,0,4,4,7,8,6,4,19,12,22,25,19,0,0,2,0,2,2,2,0,2,0,31,31,1,17,15,6,29,2,31,2,31,0,0,2,2,0
2016-05-10,1,0,4,6,8,3,3,7,4,20,19,22,22,16,0,0,0,8,4,4,0,0,8,0,38,40,2,25,25,7,34,8,40,0,40,8,0,4,4,0
2016-05-11,3,0,0,2,6,2,1,4,4,9,17,12,13,19,2,2,0,6,4,7,3,2,8,0,29,29,2,19,23,4,24,8,29,0,30,6,0,4,8,2
2016-05-12,3,0,2,6,5,4,1,4,7,15,18,18,24,8,0,0,2,6,6,6,2,2,5,0,31,30,3,17,14,4,27,5,31,2,31,6,2,6,7,2
2016-05-13,3,0,2,2,2,9,1,10,6,16,15,18,15,15,0,0,4,6,8,8,6,4,9,0,29,30,3,19,23,10,30,9,32,4,32,6,4,8,10,4
2016-05-14,3,0,6,1,5,3,9,3,9,16,15,21,19,15,0,0,0,0,0,2,0,0,2,0,31,31,3,22,17,3,28,2,31,0,31,0,0,0,2,0
2016-05-15,4,2,2,3,0,5,9,6,5,13,15,18,25,15,0,0,0,0,0,0,0,0,2,2,33,35,0,17,20,6,27,2,35,0,37,0,0,0,0,0
2016-05-16,1,0,4,1,3,4,6,0,5,13,12,22,19,23,0,0,0,2,2,2,0,0,2,0,29,29,2,16,19,0,21,2,29,0,29,2,0,2,2,0
2016-05-17,4,0,2,5,4,2,1,3,4,11,11,15,16,8,0,0,0,2,2,2,0,0,2,0,23,23,1,15,10,3,24,2,23,0,23,2,0,2,2,0
2016-05-18,3,0,7,2,0,5,4,2,4,10,8,13,15,11,2,2,2,4,2,10,8,2,8,0,20,20,1,11,12,2,21,8,20,2,20,4,0,2,11,2
2016-05-19,3,0,3,8,4,2,0,2,6,13,8,24,21,14,1,1,6,8,6,9,7,4,6,0,29,29,4,18,18,2,28,6,31,6,31,8,2,6,11,4
2016-05-20,5,0,4,5,5,7,5,8,9,18,20,23,22,21,2,2,2,2,2,8,8,4,10,0,38,40,3,29,28,8,40,10,42,2,41,2,4,2,9,4
2016-05-21,5,2,3,5,2,7,4,7,2,20,15,20,20,22,2,2,0,2,2,8,8,2,6,1,31,33,1,25,22,7,36,6,33,0,33,2,2,2,9,2
2016-05-22,4,0,4,8,6,5,1,3,4,17,17,30,21,11,0,0,0,2,2,4,2,0,2,0,36,36,3,26,12,3,37,2,36,0,36,2,0,2,4,0
2016-05-23,4,0,2,0,5,0,0,5,4,8,9,12,18,10,0,0,0,2,2,2,0,0,2,0,24,24,1,13,12,5,16,2,24,0,24,2,0,2,2,0
2016-05-24,1,2,6,0,4,6,2,4,5,21,15,19,23,20,0,0,0,2,0,2,2,2,2,2,36,36,0,15,22,4,25,2,36,0,36,2,0,0,2,2
2016-05-25,0,0,2,4,4,5,4,6,5,17,23,16,19,13,0,0,2,4,0,9,9,2,6,0,27,27,1,19,21,6,33,6,27,2,28,4,2,0,10,2
2016-05-26,2,0,0,1,3,3,3,1,1,17,10,13,18,15,0,0,0,2,0,2,2,2,2,0,24,24,0,14,17,1,17,2,24,0,24,2,0,0,2,2
2016-05-27,3,3,1,6,5,2,4,3,7,10,14,19,16,21,0,0,0,2,2,2,0,0,2,0,35,35,3,19,23,3,23,2,35,0,35,2,0,2,2,0
2016-05-28,2,0,3,6,7,6,0,5,3,15,19,22,25,18,0,0,0,2,0,2,2,2,2,0,25,26,2,23,14,5,39,2,26,0,26,2,0,0,2,2
2016-05-29,5,5,5,7,4,3,7,0,2,10,19,13,27,17,3,3,2,0,2,6,8,0,6,0,25,24,1,12,19,0,35,6,24,2,24,0,4,2,8,0
2016-05-30,1,0,7,3,3,3,6,0,2,8,15,14,17,9,0,0,2,4,4,6,6,4,6,0,26,26,1,18,16,0,27,6,27,2,27,4,2,4,7,4
2016-05-31,5,0,4,3,2,2,6,2,3,21,14,24,18,19,0,0,0,4,4,4,2,0,4,0,37,37,1,25,22,2,29,4,37,0,37,4,0,4,4,0
